tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_description	magic_software_packages	measurement_csd	measurement_flag	measurement_standard	measurement_magn_moment	magic_instrument_codes	treatment_temp	measurement_temp	measurement_positions	treatment_dc_field	treatment_dc_field_phi	magic_method_codes	measurement_sd_z	measurement_sd_x	measurement_dec	er_analyst_mail_names	treatment_dc_field_theta	measurement_sd_y	measurement_inc	treatment_ac_field	er_citation_names
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	26		pmagpy-3.2.1	1.8	g		4.62e-08	hargrave 2015-01-20 12:24:04	858.0	273	1	0		LT-T-Z:LP-DIR-T	3.13e-10	5.29e-10	186.5			1.37e-09	-31.8	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	27		pmagpy-3.2.1	2.1	g		4.43e-08	hargrave 2015-02-10 17:33:39	863.0	273	1	0		LT-T-Z:LP-DIR-T	1.09e-09	4.71e-10	184.2			1.21e-09	-32.2	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	28		pmagpy-3.2.1	1.9	g		4.06e-08	hargrave 2015-02-11 17:31:29	883.0	273	1	0		LT-T-Z:LP-DIR-T	7.18e-10	4.38e-10	184.3			1.11e-09	-27.3	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	29		pmagpy-3.2.1	1.7	g		3.76e-08	hargrave 2015-02-12 15:43:23	903.0	273	1	0		LT-T-Z:LP-DIR-T	8.83e-10	3.80e-10	183.5			5.60e-10	-27.0	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	30		pmagpy-3.2.1	1.6	g		3.19e-08	hargrave 2015-02-13 17:59:10	923.0	273	1	0		LT-T-Z:LP-DIR-T	4.99e-10	2.29e-10	186.8			7.10e-10	-24.9	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	31		pmagpy-3.2.1	1.0	g		2.76e-08	hargrave 2015-02-17 11:33:47	933.0	273	1	0		LT-T-Z:LP-DIR-T	3.41e-10	2.38e-10	185.4			3.33e-10	-24.1	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	32		pmagpy-3.2.1	3.8	g		1.35e-08	hargrave 2015-02-18 09:53:13	943.0	273	1	0		LT-T-Z:LP-DIR-T	1.34e-10	2.61e-10	184.6			8.70e-10	-30.3	0	This study
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	33		pmagpy-3.2.1	2.6	g		5.46e-09	hargrave 2015-02-19 13:00:15	953.0	273	1	0		LT-T-Z:LP-DIR-T	1.23e-10	1.16e-10	177.9			2.04e-10	-33.5	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	1		pmagpy-3.2.1	2.3	g		4.90e-07		273	273	1	0		LT-NO:LP-DIR-T	3.00e-09	1.31e-08	97.9			1.46e-08	-75.3	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	2		pmagpy-3.2.1	2.2	g		5.30e-07		77	273	1	0		LT-LT-Z:LP-DIR-T	2.94e-09	1.06e-08	99.4			1.67e-08	-76.9	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	3		pmagpy-3.2.1	2.2	g		6.93e-07		373.0	273	1	0		LT-T-Z:LP-DIR-T	3.50e-09	1.62e-08	102.5			2.08e-08	-79.2	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	4		pmagpy-3.2.1	2.0	g		8.13e-07	hargrave 2014-10-22 16:03:00	423.0	273	1	0		LT-T-Z:LP-DIR-T	4.51e-09	9.83e-09	109.8			2.67e-08	-80.9	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	5		pmagpy-3.2.1	2.6	g		7.81e-07	hargrave 2014-10-27 16:29:43	473.0	273	1	0		LT-T-Z:LP-DIR-T	3.87e-09	2.34e-08	110.5			2.60e-08	-79.9	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	6		pmagpy-3.2.1	2.7	g		6.36e-07	hargrave 2014-10-28 13:53:01	523.0	273	1	0		LT-T-Z:LP-DIR-T	2.82e-09	2.00e-08	116.6			2.29e-08	-80.5	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	7		pmagpy-3.2.1	2.5	g		3.98e-07	hargrave 2014-10-28 20:50:09	573.0	273	1	0		LT-T-Z:LP-DIR-T	2.20e-09	1.15e-08	126.4			1.29e-08	-78.6	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	8		pmagpy-3.2.1	2.6	g		2.17e-07	hargrave 2014-10-29 21:02:25	623.0	273	1	0		LT-T-Z:LP-DIR-T	1.10e-09	4.73e-09	130.7			8.46e-09	-76.6	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	9		pmagpy-3.2.1	2.9	g		1.60e-07	hargrave 2014-11-03 17:22:35	673.0	273	1	0		LT-T-Z:LP-DIR-T	8.69e-10	4.43e-09	131.6			6.73e-09	-74.1	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	10		pmagpy-3.2.1	2.4	g		1.32e-07	hargrave 2014-11-04 12:12:56	698.0	273	1	0		LT-T-Z:LP-DIR-T	7.78e-10	2.36e-09	137.9			4.90e-09	-72.0	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	11		pmagpy-3.2.1	3.0	g		1.09e-07	hargrave 2014-11-10 13:03:06	723.0	273	1	0		LT-T-Z:LP-DIR-T	7.31e-10	2.31e-09	143.0			5.14e-09	-70.1	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	12		pmagpy-3.2.1	2.5	g		9.24e-08	hargrave 2014-11-10 22:21:30	748.0	273	1	0		LT-T-Z:LP-DIR-T	1.10e-09	3.73e-10	146.4			3.91e-09	-67.3	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	13		pmagpy-3.2.1	4.6	g		7.94e-08	hargrave 2014-11-13 11:56:06	773.0	273	1	0		LT-T-Z:LP-DIR-T	1.16e-09	1.88e-09	149.2			6.07e-09	-63.5	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	14		pmagpy-3.2.1	3.5	g		6.94e-08	hargrave 2014-11-17 17:36:30	788.0	273	1	0		LT-T-Z:LP-DIR-T	5.82e-10	1.27e-09	149.1			4.07e-09	-58.7	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	15		pmagpy-3.2.1	2.9	g		6.35e-08	hargrave 2014-11-24 18:27:42	803.0	273	1	0		LT-T-Z:LP-DIR-T	4.62e-10	1.05e-09	149.5			3.00e-09	-57.7	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	16		pmagpy-3.2.1	1.5	g		6.12e-08	hargrave 2014-12-01 17:08:53	818.0	273	1	0		LT-T-Z:LP-DIR-T	8.40e-10	7.53e-10	157.8			1.13e-09	-56.6	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	17		pmagpy-3.2.1	1.6	g		5.49e-08	hargrave 2014-12-02 00:54:54	823.0	273	1	0		LT-T-Z:LP-DIR-T	8.33e-10	6.42e-10	152.6			1.14e-09	-55.2	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	18		pmagpy-3.2.1	5.0	g		5.14e-08	hargrave 2014-12-05 13:51:47	828.0	273	1	0		LT-T-Z:LP-DIR-T	5.03e-10	1.71e-09	151.8			4.15e-09	-54.9	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	19		pmagpy-3.2.1	2.3	g		4.70e-08	hargrave 2014-12-06 12:09:00	833.0	273	1	0		LT-T-Z:LP-DIR-T	5.28e-10	4.70e-10	153.9			1.79e-09	-52.8	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	20		pmagpy-3.2.1	1.3	g		4.51e-08	hargrave 2014-12-08 15:29:03	838.0	273	1	0		LT-T-Z:LP-DIR-T	5.15e-10	2.89e-10	157.8			9.01e-10	-52.2	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	21		pmagpy-3.2.1	1.9	g		4.41e-08	hargrave 2014-12-08 22:21:25	843.0	273	1	0		LT-T-Z:LP-DIR-T	7.07e-10	3.29e-10	156.5			1.24e-09	-50.6	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	22		pmagpy-3.2.1	1.9	g		4.18e-08	hargrave 2015-01-12 11:11:57	846.0	273	1	0		LT-T-Z:LP-DIR-T	6.23e-10	4.65e-10	155.9			1.20e-09	-52.4	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	23		pmagpy-3.2.1	1.9	g		3.93e-08	hargrave 2015-01-14 14:30:08	849.0	273	1	0		LT-T-Z:LP-DIR-T	5.93e-10	4.74e-10	156.7			1.14e-09	-50.8	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	24		pmagpy-3.2.1	3.0	g		3.87e-08	hargrave 2015-01-15 14:44:58	852.0	273	1	0		LT-T-Z:LP-DIR-T	7.91e-10	4.86e-10	153.0			1.82e-09	-51.3	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	25		pmagpy-3.2.1	3.0	g		3.74e-08	hargrave 2015-01-18 13:06:16	855.0	273	1	0		LT-T-Z:LP-DIR-T	4.36e-10	8.65e-10	155.0			1.82e-09	-50.2	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	26		pmagpy-3.2.1	2.3	g		3.53e-08	hargrave 2015-01-20 12:25:28	858.0	273	1	0		LT-T-Z:LP-DIR-T	2.84e-10	8.06e-10	155.9			1.26e-09	-49.9	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	27		pmagpy-3.2.1	1.4	g		3.27e-08	hargrave 2015-02-10 17:35:38	863.0	273	1	0		LT-T-Z:LP-DIR-T	5.54e-10	5.30e-10	160.5			5.26e-10	-48.2	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	28		pmagpy-3.2.1	2.3	g		2.73e-08	hargrave 2015-02-11 17:33:46	883.0	273	1	0		LT-T-Z:LP-DIR-T	6.25e-10	4.47e-10	156.8			8.72e-10	-42.7	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	29		pmagpy-3.2.1	1.8	g		2.28e-08	hargrave 2015-02-12 15:45:13	903.0	273	1	0		LT-T-Z:LP-DIR-T	4.34e-10	2.75e-10	157.6			5.97e-10	-36.7	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	30		pmagpy-3.2.1	1.7	g		2.11e-08	hargrave 2015-02-13 18:00:41	923.0	273	1	0		LT-T-Z:LP-DIR-T	4.16e-10	3.72e-10	163.4			4.50e-10	-36.2	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	31		pmagpy-3.2.1	1.3	g		2.23e-08	hargrave 2015-02-17 11:35:15	933.0	273	1	0		LT-T-Z:LP-DIR-T	2.00e-10	3.87e-10	167.7			4.15e-10	-31.1	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	32		pmagpy-3.2.1	3.7	g		1.50e-08	hargrave 2015-02-18 09:54:42	943.0	273	1	0		LT-T-Z:LP-DIR-T	1.56e-10	3.18e-10	160.7			9.46e-10	-33.8	0	This study
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	33		pmagpy-3.2.1	2.6	g		4.06e-09	hargrave 2015-02-19 13:01:41	953.0	273	1	0		LT-T-Z:LP-DIR-T	7.00e-11	7.87e-11	167.4			1.58e-10	-35.3	0	This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0				g	u	5.267117e-05		273.	273.		0	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			295.600006		0		-42.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	1				g	u	4.808001e-05		4.730e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			302.399994		0		-42.400002		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	2				g	u	5.114643e-05		4.730e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.000000		90		-46.299999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	3				g	u	4.813084e-05		4.730e+02	273.		0	0	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			296.500000		0		-42.599998		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	4				g	u	4.657222e-05		5.230e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			300.200012		0		-40.700001		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	5				g	u	4.254014e-05		5.230e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			300.200012		90		-33.900002		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	6				g	u	4.438677e-05		5.730e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			297.399994		0		-42.099998		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	7				g	u	5.045183e-05		5.730e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			293.799988		90		-49.500000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	8				g	u	4.228602e-05		6.130e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			297.899994		0		-42.299999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	9				g	u	3.842335e-05		5.230e+02	273.		6.000e-05	0	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			293.100006		90		-34.700001		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	10				g	u	3.600072e-05		6.130e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			295.000000		90		-29.100000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	11				g	u	3.938902e-05		5.230e+02	273.		6.000e-05	0	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			296.500000		90		-37.200001		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	12				g	u	4.050716e-05		6.430e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			297.100006		0		-42.000000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	13				g	u	4.907957e-05		6.430e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			298.700012		90		-51.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	14				g	u	4.047328e-05		6.430e+02	273.		6.000e-05	0	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			298.200012		90		-42.000000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	15				g	u	3.916878e-05		6.730e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			298.600006		0		-41.900002		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	16				g	u	3.345949e-05		6.130e+02	273.		6.000e-05	0	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			298.200012		90		-27.400000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	17				g	u	3.201946e-05		6.730e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			296.899994		90		-23.200001		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	18				g	u	3.716968e-05		6.130e+02	273.		6.000e-05	0	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			300.600006		90		-38.299999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	19				g	u	3.749157e-05		7.030e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			298.100006		0		-41.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	20				g	u	4.845273e-05		7.030e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			299.500000		90		-54.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	21				g	u	3.733910e-05		7.030e+02	273.		6.000e-05	0	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.000000		90		-41.500000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	22				g	u	3.528917e-05		7.330e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			297.100006		0		-40.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	23				g	u	2.873281e-05		6.730e+02	273.		6.000e-05	0	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.899994		90		-20.200001		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	24				g	u	2.739443e-05		7.330e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			301.899994		90		-12.900000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	25				g	u	3.266324e-05		6.730e+02	273.		6.000e-05	0	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			301.299988		90		-35.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	26				g	u	3.256159e-05		7.630e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.000000		0		-41.599998		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	27				g	u	4.750400e-05		7.630e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			301.100006		90		-59.299999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	28				g	u	3.252771e-05		7.630e+02	273.		6.000e-05	0	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			306.299988		90		-42.200001		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	29				g	u	2.995260e-05		7.830e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			300.700012		0		-41.599998		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	30				g	u	2.319293e-05		7.330e+02	273.		6.000e-05	0	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.100006		90		-7.800000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	31				g	u	2.324376e-05		7.830e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			306.000000		90		5.500000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	32				g	u	2.675065e-05		7.330e+02	273.		6.000e-05	0	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			302.799988		90		-31.500000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	33				g	u	2.636100e-05		8.030e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			298.200012		0		-41.000000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	34				g	u	4.760565e-05		8.030e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			306.600006		90		-66.000000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	35				g	u	2.625935e-05		8.030e+02	273.		6.000e-05	0	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.299988		90		-41.799999		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	36				g	u	2.161737e-05		8.180e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			301.700012		0		-41.500000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	37				g	u	1.853402e-05		7.830e+02	273.		6.000e-05	0	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			303.600006		90		24.600000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	38				g	u	2.429413e-05		8.180e+02	273.		6.000e-05	0	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			300.700012		90		46.500000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	39				g	u	1.672805e-05		7.830e+02	273.		6.000e-05	0	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			299.500000		90		-15.800000		This study
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	40				g	u	1.524906e-05		8.280e+02	273.		0	0	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT			299.000000		0		-42.099998		This study
